use_brille=False
         38579640 function calls (38556996 primitive calls) in 6153.234 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.105    0.105 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\tkinter\__init__.py:1(<module>)
      134    0.103    0.001    0.104    0.001 {built-in method io.open}
        1    0.000    0.000    0.099    0.099 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\backends\backend_agg.py:400(draw)
        1    0.000    0.000    0.098    0.098 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\artist.py:72(draw_wrapper)
    227/1    0.000    0.000    0.098    0.098 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\artist.py:33(draw_wrapper)
        1    0.000    0.000    0.098    0.098 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\figure.py:3054(draw)
      5/1    0.000    0.000    0.098    0.098 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\image.py:113(_draw_list_compositing_images)
        4    0.000    0.000    0.098    0.024 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\matplotlib\axes\_base.py:3042(draw)
     2108    0.016    0.000    0.094    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\util.py:779(string_preprocessor)
     2721    0.006    0.000    0.092    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\pint\facets\plain\registry.py:1256(<lambda>)
    19585    0.009    0.000    0.091    0.000 <__array_function__ internals>:177(where)
      268    0.001    0.000    0.090    0.000 {method 'sum' of 'numpy.ndarray' objects}
      124    0.002    0.000    0.090    0.001 c:\users\mll13652\documents\pace_project\euphonic\euphonic\spectra.py:48(y_data)
      268    0.000    0.000    0.090    0.000 C:\Users\MLL13652\Miniconda3\envs\py38_brille_prof\lib\site-packages\numpy\core\_methods.py:46(_sum)
